title,issn,cn,sponsor,compound_if,comprehensive_if,tags,categories,major_categories,detail_url
"新闻传播研究前沿","","","中山大学新闻传播学院","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMcC3u4INSXADIiZsihpq8GZ_5ruMHb9EDWzEHqT-aacpOD_7wefJNWiD6FWYktYX61riog77sleXplT3rO6P4FwWd7gqV2TjpuyyFSmYboMA==&uniplatform=NZKPT&language=CHS"
"新闻春秋","2095-4018","10-1063/G2","中国人民大学","1.448","0.767","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21L2i9h_Dj8AcLVI_s79m7oIO4bDMYAs38Lrfo9c9noKUg==&uniplatform=NZKPT&language=CHS"
"新闻大学","1006-1460","31-1157/G2","复旦大学","5.291","3.108","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21KW0lk1JZwMgGU8I-ouKYXa5Ej6LERs3Oa-R0vlnPz6TQ==&uniplatform=NZKPT&language=CHS"
"新闻记者","1006-3277","31-1171/G2","上海报业集团;上海社会科学院新闻研究所","6.414","3.967","网络首发|增强出版","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21KYhvMMYAUQVGNo4GYIYB0fKRP399xulmo_xQ1UYLBeFA==&uniplatform=NZKPT&language=CHS"
"新闻界","1007-2438","51-1046/G2","四川日报报业集团","6.810","4.176","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxOC5zZGj_8lbQgFlaGxbuiFSGz1RoMjp75T8dfY69ogc6nLt1NySv5TCqcVKPrqpnLrO2fSJiaJWIK37bm5cwEAeshm01TCuauiIj_FhmlA==&uniplatform=NZKPT&language=CHS"
"新闻论坛","1674-6961","15-1019/G2","内蒙古日报社","0.294","0.109","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJBMSwELEK9IJ-iw5dsWbZQBCpGG4akE0YULSvI_TcWbMQ==&uniplatform=NZKPT&language=CHS"
"新闻前哨","1003-2827","42-1263/G2","湖北日报报业集团;湖北省新闻工作者协会","0.243","0.054","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMO-tMHz2iOCAT0lYJuWcUWR2ktDl00Tphj0tSBKAVlQ0UYhghjHazO-iFEoo_xS5YJ4J90q9OqB0R4X-1FSVvfN14udlZejIr_5lOmiwkvew==&uniplatform=NZKPT&language=CHS"
"新闻世界","1005-5932","34-1090/G2","安徽日报报业集团","0.361","0.112","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJBhe50IgMYlqZ2I-YVrEQNluV6Xm4y2JIyfbKV0DykFQA==&uniplatform=NZKPT&language=CHS"
"新闻天地(上半月刊)","1009-9298","43-1344/G2","湖南日报","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMWHHnXqNwGyaS3nhEiFpBe-M2HUyKcarhQz8NKsAoa3nA==&uniplatform=NZKPT&language=CHS"
"新闻天地(下半月刊)","1009-9298","43-1344/G2","湖南日报","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMV1HHJAOOSzD3b1si10c8RMczgI3gzLizCNYKWkgHpzBw==&uniplatform=NZKPT&language=CHS"
"新闻文化建设","2096-787X","10-1677/G","中国新闻文化促进会;中国晚报工作者协会","0.067","0.021","","文化","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINovTsUzquCft_GxY6u8aXi-5pRZSE8-aqS7BmJRfEklWzmpcsHsXgr3ZDj67pnnzGwVQbFJTpplO-YzI311lYw68yTErHil01GL5e8D_CCRQ==&uniplatform=NZKPT&language=CHS"
"新闻研究导刊","1674-8883","50-1205/G2","重庆日报报业集团","0.353","0.119","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJBTpaod4Q5CQut0dlG_mkXbkxkptfg3emy_hTNFLyuImg==&uniplatform=NZKPT&language=CHS"
"新闻与传播评论","2096-5443","42-1900/G2","武汉大学","4.933","2.017","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21KmWjBJy4neHRzmFGQ3yc6S5ZuTUJepScvuNPTxHEoo7A==&uniplatform=NZKPT&language=CHS"
"新闻与传播评论(辑刊)","","","武汉大学新闻与传播学院","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMXvrqzCOm6AdCAEMCCCIwT9uXNZ_2HP3Xw3Ov9BZ0HRmQ==&uniplatform=NZKPT&language=CHS"
"新闻与传播研究","1005-2577","11-3320/G2","中国社会科学院新闻与传播研究所","6.036","4.181","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21Ien8TuRDSCuH2pIe8s4O-W3uccgVDYinbLB4ZvvL-Awg==&uniplatform=NZKPT&language=CHS"
"新闻与写作","1002-2295","11-1109/G2","北京日报报业集团","6.506","4.098","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21J6L5xgKR8PHn7BxGn1vHZqcf0SDuT_dhUosPt340BHUQ==&uniplatform=NZKPT&language=CHS"
"新闻战线","0257-5930","11-1337/G2","人民日报社","0.184","0.105","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMO-tMHz2iOCAT0lYJuWcUWR2ktDl00Tphj0tSBKAVlQ0UYhghjHazO-iFEoo_xS5b-c6vVoQyiDNW7765Evehf773uSU45uvyvTg-USvjIoQ==&uniplatform=NZKPT&language=CHS"
"新闻知识","1003-3629","61-1022/G2","陕西日报社;西北大学","0.432","0.130","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJBw-OVr6kjHS3ynntTPGikAiIb_HxxdPkYq9I1XO3Nx0A==&uniplatform=NZKPT&language=CHS"
"新西部","1009-8607","61-1368/C","陕西省社会科学院","0.247","0.115","","经济体制改革","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOP0dmaVDy5pMeHeVhE0LJPehv4JdLVD9vnlfsat_usagkOLb8ENmav3UakE_GBSEyfzr-jyVTzXmy5G3w4gQ8vXJz04JtNV4mdzFi6wyjeHQ==&uniplatform=NZKPT&language=CHS"
"新西藏(汉文版)","2095-1019","54-1057/D","中共西藏自治区委员会","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPNAsM8T_tdSWRkRTvP7v_LsiFfqD8uUgLYRgq4XTyxBC41Rt3wKFfQofkBLXg1EhjArntAD9YjrQ9pM1Rbu0-3fyX99hQgaXYv4rEL0JFm_A==&uniplatform=NZKPT&language=CHS"
"新乡教育学院学报","1672-3325","41-1344/Z","新乡市教育学院","","","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINz8iSgbj7Fie6qtjeLQXKck9Ycs6fYqlJjjHiMQNDR0w0RAxTgdeCwHOZ-CgpvrDyeYvXW1K6xpm3cGxWVDpk23Sr9mqMPWnYFiQqe5IMSwg==&uniplatform=NZKPT&language=CHS"
"新乡市人民政府公报","","","新乡市人民政府","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPNAsM8T_tdSWRkRTvP7v_LsiFfqD8uUgLYRgq4XTyxBC41Rt3wKFfQofkBLXg1EhhA-uUzzCQonxsZpiPmcb3b-CNn6rUs4ca8FK-TnM3ejQ==&uniplatform=NZKPT&language=CHS"
"新乡学院学报","2095-7726","41-1430/Z","新乡学院","0.318","0.141","网络首发","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxg8m7EEp8gs55pkgC9zXCQw-cc7JRe39-WvWTktbie-DzPaUWOaKiFszzzGATIy4ihLXdjsouT3KeWRiESWmcXf3dbi2fs-gMLguv7GUQGQ==&uniplatform=NZKPT&language=CHS"
"新乡学院学报(社会科学版)","1674-3334","41-1398/C","新乡学院","","","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINz8iSgbj7Fie6qtjeLQXKck9Ycs6fYqlJjjHiMQNDR0w0RAxTgdeCwHOZ-CgpvrDxcbo03lyr5eVOP3jA-O8VWoDj853CvKpXGclRnEd9W9Q==&uniplatform=NZKPT&language=CHS"
"新乡医学院学报","1004-7239","41-1186/R","新乡医学院","2.178","1.837","网络首发|增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPp_UNpNSBVnPhCuzHuwgnS_A1xDMHD980B3fF5YRYoibjtAgcZSTeFP8Loj4SrTIQEiyO5N6clp2hib3z9TM3-5G4ir2udTnY-SSEvcif60A==&uniplatform=NZKPT&language=CHS"
"新湘评论","1673-8713","43-1474/D","中国共产党湖南省委员会","","","","政治军事法律综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgK5m_qVf0kgucwISIx1FTXWOnXO6gfrt1YlwbMzKTa9dxF1oEHDQy-KN0KTmtqsjDPnnqgxJDSos8PtFvIHOHbFJCcDnruGTwJ_4dBGn09A==&uniplatform=NZKPT&language=CHS"
"新校园","1672-7711","37-1458/C","山东教育出版社有限公司","","","","初等教育|中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4cQKWYZtM_IS9eg7Wu5_13kia6seXdiXLVf9S6-UPH1L67fFIZALFUdwOVY6gZMIf5Y_hShAGcPlEwoUjn32COTxkDf5tRv-YWokiaa3OGQ==&uniplatform=NZKPT&language=CHS"
"新型城镇化","2096-2290","10-1409/F","国家信息中心;中国城镇化促进会","","","","宏观经济管理与可持续发展","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxOWbRqaigGQwcuz-tWWW39KZmzpRP7px9KWT7fI7nfgTDXQov8IxUDmuWw_tFh-90kcNKJSHLdhfJscxUY3P3EL7V9e7c4d6zIClDs_6I6g==&uniplatform=NZKPT&language=CHS"
"新型电力系统","2097-2784","10-1906/TK","中国电力科学研究院有限公司","","","网络首发","电力工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOSMwk26KRNR0xEwMngEDfc0AlVVuycVG4RgtnAq5wu_HbsB5WiyWFHeUT1cMJcMo1x5PGHALjY34KEdTk7dhu_5-8Eiqs_Vid1h9ZxzSQC6Q==&uniplatform=NZKPT&language=CHS"
"新型工业化","2095-6649","11-5947/TB","国家工业信息安全发展研究中心","","","","综合科技b类综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMViXRor7PsNFJbjtI3y29Xapr5mYUzrKOC0v0hqzgZ5MJOMGqXnZgRvXQv2RfrrSjAv0niAIvmXIx5Zdiv_ODaGS59uX4Ecc_WLNUlNk6Uqg==&uniplatform=NZKPT&language=CHS"
"新型工业化理论与实践","2097-4256","10-1933/F","中国电子信息产业发展研究院;赛迪工业和信息化研究院(集团)有限公司","0.718","0.420","","工业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOJqCedVxMOOuYpxzY5XUqE1utCJKvvb0G4L6cBwh59Ove9fov0abCgXe6ZF0a2EAj6OXc64sJQBX4JIyExYNslCJk_ba6CsbrUfBxpJM1GoQ==&uniplatform=NZKPT&language=CHS"
"新型建筑材料","1001-702X","33-1078/TU","中国新型建材设计研究院有限公司","1.176","0.904","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMhiAS1Zta1k0FKuthzTLY57du9yEnd9L92bT9GJWkFigeBLAeILIhos9Q2yffjShpy4Nyq_lK0c5LrrKbKTcl3wVD6bbOUfnbbfFWyzkqEpg==&uniplatform=NZKPT&language=CHS"
"新型炭材料(中英文)","2097-1605","14-1407/TQ","中国科学院山西煤炭化学研究所","2.215","1.190","网络首发|增强出版","无机化工|材料科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPGp2edANCF-JIwokActad4qpSZC2YlwmrT5Yo7McpJNKAL7L-TyBUJY7gnDtncTx7kScBeEYnyBl4cjzqhvyLrFsu4m2a9G_8HuwwrauTXmQ==&uniplatform=NZKPT&language=CHS"
"新兴科学和技术趋势","2097-1486","14-1408/N","山西省科技成果转移转化促进与数据监测中心;山西大学","","","网络首发","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqzxCC1iHjo8he6g8YcyXeTPe2h5Mw02KAMzuUTz-6uIwcup7f7_jDsYktCr0ZgFVh5BJPkeNVjhv6kV_sAezhUET-X9qLjL_yN1dy2nGkvQ==&uniplatform=NZKPT&language=CHS"
"新学术","","","甘肃教育出版社《新学术》编辑部","","","","社会科学理论与方法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINaybdV4ruutGHzhGKmMYSHea0x68Kf00ybF2gGVmV4_NGMCEhrOK4CzG0XgJyIedOPqK24-E6xzWJY_UhlZLOy1PCIrTUaHvAFg2SQ-C-XYA==&uniplatform=NZKPT&language=CHS"
"新一代信息技术","2096-6091","10-1581/TP","中国电子学会;中电新一代(北京)信息技术研究院","","","","电信技术|计算机软件及计算机应用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMKBmnbBC8Ds-2ayJuQxbk9mLCGAy4RGnFmQ5dlnoFM1oN6Gvjzapxb9is_mQIzIfI9evN5Bpj8OykN5QHH_XSO4RX_LqGBoVcoDnPZXoMJ3w==&uniplatform=NZKPT&language=CHS"
"新医学","0253-9802","44-1211/R","中山大学","1.103","0.845","网络首发|增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPjcQ1xC6s0t8Otms8pdWKBBTGgKdrS0CiIoRrY4NeCuWtSm4c_v9V5YrH1DZO7OqmoTxMnrBJNEJXcJYEV8k_hk2B2-GKSATPFQZJcNel06Q==&uniplatform=NZKPT&language=CHS"
"新余学院学报","2095-3054","36-1315/G4","新余学院","0.361","0.161","增强出版","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9eUeI0mSbYWuEVTsvX6e7nOQ5DUL17FlsXOuUE5YG7W5h0JdwewFuFXweRrY2_Vb3kYz8jC8wHiXTQd0X2AWI5WBfPJfQZCfXXPBcGw4FyA==&uniplatform=NZKPT&language=CHS"
"新远见","1672-8440","43-1439/F","中共中央党校国际战略研究所","","","","经济与管理综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIORQ3GliXAyNxOI4P7IrlN9_nz8ej_noQrwDtZfwr4JmJvWhFZZTCrUyo_ZGZyrPJqdeQKsvvfMiSjL5vAm7j51ZgOtgiqDYTKCID1IFlvUVA==&uniplatform=NZKPT&language=CHS"
"新阅读","2095-1655","10-1001/C","中国新闻出版研究院","0.153","0.058","","文化","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINovTsUzquCft_GxY6u8aXi-5pRZSE8-aqS7BmJRfEklWzmpcsHsXgr3ZDj67pnnzEgQ_MOgQKEVlb1DQLMO_OZHJFUSPjtHweE1l8_nm-VgQ==&uniplatform=NZKPT&language=CHS"
"新长征","1006-7477","22-1001/D","中共吉林省委宣传部","0.433","0.067","","政治军事法律综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMSdAxe-pk1O9hs4WCkaitZjFYpL6msi1Y5czJPnzVOe_11ou2HpdOHJEZOdzdPnpHCJWBETgPfyIxkXEN7ut5z82u7130rUHOyDDMAQh-UpA==&uniplatform=NZKPT&language=CHS"
"新长征(党建版)","1006-7477","22-1001/D","中国共产党吉林省委员会","","","","中国共产党","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO3dd3aVPCDGqCYTgsd95OVt7pe65Bht2NQtsf8Xkiv6-MGmYHya_AsBF2kjIEJGVjJEFIk958Pxxy2MErccNBFqJmVU9wGHpcZVFwCDgAOhg==&uniplatform=NZKPT&language=CHS"
"新知客","1005-7056","12-1390/N","天津科学技术出版社","","","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqzxCC1iHjo8he6g8YcyXeTPe2h5Mw02KAMzuUTz-6uIwcup7f7_jDsYktCr0ZgFWjv1TpPSlwINlPtF70l-X1vTvwguZOyo3BjmWxPn6CpQ==&uniplatform=NZKPT&language=CHS"
"新职教","","21-1257/GR","辽宁省教育委员会","","","","职业教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINbUSqYOMwH2DQA2FEvsuToFm7BjfhS50pL_WPTFBYXpY-InRAeg8yQcy6u2VtG9BbAGTJLNryFuMhlVCbjSCxCq6yGK459s0psu3awgA_eXA==&uniplatform=NZKPT&language=CHS"
"新智慧","1674-3717","42-1770/C","党员生活杂志社","","","","初等教育|中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMeQIPRQWu37tAEaGovRoLDbFK0dIv4oshh_fPtTwaTu4BvfAs-oeL9bxsVuYoEf8ckH5VKmmJH988Voe_AQFvlPoUa8UgZOIej0oa70stkyA==&uniplatform=NZKPT&language=CHS"
"新中医","0256-7415","44-1231/R","广州中医药大学;中华中医药学会","1.117","0.646","网络首发","中医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINBBXMjVxlPkvzBS6MauqH1D8jUW9DtozOWe_ti8GbFtIlnnWetOevmcNcVSFixiko1yMwdqKDDAVFOldD__K616nZ7RSYvBo20RBr5Wwuq4A==&uniplatform=NZKPT&language=CHS"
"新作文","1009-9433","14-1274/G","山西三晋报刊传媒集团有限责任公司","","","","初等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4cQKWYZtM_IS9eg7Wu5_13kia6seXdiXLVf9S6-UPH1L67fFIZALFUdwOVY6gZMLCvzC1zMOCoLTDjSVY6zGxsaZXncwGYpDNW2XPdiNg6A==&uniplatform=NZKPT&language=CHS"
"新作文(初中版)","1009-9433","14-1274/G","山西三晋报刊传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMVsxlHd9F7JrJR8R87g7PHdvDvbon4dVe73yCMfKs2m2Q==&uniplatform=NZKPT&language=CHS"
"新作文(初中版)(2004-2011)","1009-9433","14-1274/G","山西教育出版社","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMUvFt71UcGz1eKfaoclsimbdqA-ykUhaW78ExKi5SZVIg==&uniplatform=NZKPT&language=CHS"
"新作文(高中版)","1009-9433","14-1274/G","山西三晋报刊传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMWe6tM3EDSK4F9MzlSr8fSjIP11Lt-yvP-apC8SnA-bWw==&uniplatform=NZKPT&language=CHS"
"新作文(小学中高年级版)","1009-9433","14-1274/G","山西三晋报刊传媒集团有限责任公司","","","","初等教育|中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMeQIPRQWu37tAEaGovRoLDbFK0dIv4oshh_fPtTwaTu4BvfAs-oeL9bxsVuYoEf8f05dKELY5zEX4rFstarhZ9EvrxO8iB0UX4Xi_zqq6iGg==&uniplatform=NZKPT&language=CHS"
"信访与治理研究","","","中国政法大学信访与治理研究中心","","","","行政学及国家行政管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP1es89uccB6nqZkrOEkaWTSeuiDyOsIaZdHE1AUJQDMNd_diW1YM31FdLJt8IYuFSHoaFAZDYNjmD7liNr2pnKCUfp6yIdRd5yf_0rvsTbTw==&uniplatform=NZKPT&language=CHS"
"信号处理","1003-0530","11-2406/TN","中国电子学会;中电新一代(北京)信息技术研究院","2.110","1.209","网络首发|增强出版","电信技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMfz59WqT3f2yfeyno9D4vBhzYF-d-GdLOXwsD2gC3p-O76SszTgUOfFDV8mPe6OuKNBqGxYplsA_Ajj0otg-WOpRQg4kLusoNqRHicQiSRZw==&uniplatform=NZKPT&language=CHS"
"信息安全学报","2096-1146","10-1380/TN","中国科学院信息工程研究所;中国科技出版传媒股份有限公司","1.983","0.942","网络首发","计算机软件及计算机应用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPqM-07gfPDl-YA9VvtkM10scHpl69aKumLiT7dGzplxyyI9JdZTYQW3goutvSdNGawz-wLA8ddk70LwITYIyRiQRwY5B_ksagtu43WLaxe4g==&uniplatform=NZKPT&language=CHS"
"信息安全研究","2096-1057","10-1345/TP","国家信息中心","1.987","1.078","","互联网技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP0bBYtO0IqdtNLeIuZh1WS2vUe4uYmZtpIcIEwaDnsccWV05IssW3fHWSQ78l0dlsg756s-dMpz0XYNabnt-DLlrOVqT-WlLPfjZeJDJ_ccg==&uniplatform=NZKPT&language=CHS"
"信息安全与通信保密","1009-8054","51-1608/TN","中国电子科技集团公司第三十研究所","0.929","0.629","网络首发","互联网技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP0bBYtO0IqdtNLeIuZh1WS2vUe4uYmZtpIcIEwaDnsccWV05IssW3fHWSQ78l0dltmy0SyJQCed7UB40Z6NPg6miVRaAx7mTGIQVxzHagN3g==&uniplatform=NZKPT&language=CHS"
"信息产业报道","1672-4739","51-1628/TN","四川省电子学会","","","","信息经济与邮政经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOImP3Yn3RXnonlM9RCKokcE1QrMViST6eqF3J7mAY-1CJmlQkIwG830XaT-QQCSD_dbjkZz9wRHlKHSIYrIWdhKJD5uJAX982gdSf_WdmAGA==&uniplatform=NZKPT&language=CHS"
"信息传播研究","2097-4930","10-2011/G2","中国传媒大学","0.584","0.327","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJBa7XTMqd3VjtgcyGWaJX9ICSFdZhrbJzhy-UZH8GxpyA==&uniplatform=NZKPT&language=CHS"
"信息对抗技术","2097-163X","34-1340/E","国防科技大学电子对抗学院","0.818","0.773","网络首发|增强出版","武器工业与军事技术|电信技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO-8ivnODj3rjH_n5UUYj6kGqOWQg7bIivFNH9TwkYviW8R49b1fOzfBukQ8H-SSrvD00tPMHdD-efIPzQhuArQsmiHWBzWvSc2hnOkvHPJCQ==&uniplatform=NZKPT&language=CHS"
"信息方略","1674-2036","11-5665/TP","国家信息中心","","","","电子信息科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOOKQ_GltO_t4sneMpm-iWyxPggHVXKTkEBaq2GEcgg3DZbdTKec8Y8jSWWlWQUB7xyQfw03eQh-FWixvheykJiHRFCHVLusdAndSmRPB_JOw==&uniplatform=NZKPT&language=CHS"
"信息工程大学学报","1671-0673","41-1196/N","信息工程大学","0.769","0.462","网络首发","电信技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMhYaxnLY5c9cri80CQ0XbMxqghmNDCbcWuMx0OcaEdWMF9P8itdEMpNGT8qKS_j49lVOaS4k4atxPGm5dYGQoSb88RaTaUHFdGT1bWEEPivg==&uniplatform=NZKPT&language=CHS"
"信息化建设","1008-1941","33-1216/N","浙江省技术创新服务中心","","","","电子信息科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOOKQ_GltO_t4sneMpm-iWyxPggHVXKTkEBaq2GEcgg3DZbdTKec8Y8jSWWlWQUB7xgwHzqjjsa-GBKM-LWvn0aa-WI5Uuv7J67RwvjINCiYA==&uniplatform=NZKPT&language=CHS"
"信息化研究","1674-4888","32-1797/TP","江苏省电子学会","0.399","0.223","网络首发","无线电电子学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO5cvQGRw5zQgBrDJjRQPiK_JUX7zk2vk_-4aJcD0jGHJxBFwCqgLRIZ3zxZhY_T8xIO-8UGwVhpR-yw2UTQsy3OZwHmBWKegeG5gr6uyAhiw==&uniplatform=NZKPT&language=CHS"
"信息记录材料","1009-5624","10-2021/TQ","北京乐凯科技有限公司","0.418","0.210","","一般化学工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM7o4CZJyFHX8dn1xfEJ8i2ba-UIUW4y9YF8VWkCoycwYeeeBFa7dX4tbv34f78Eopf2he3f_oMKiJRNLVkpkn_25d2UR6i7FuSXk-HokUQUQ==&uniplatform=NZKPT&language=CHS"
"信息技术","1009-2552","23-1557/TN","黑龙江省工业信息化发展中心(黑龙江省冶金研究所;黑龙江省电子技术研究所)","0.743","0.445","网络首发","电子信息科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOZDTmoj-2BX-IIB1sxmn4Vb20Gu36o899tCzff0SOPt09-uP1XSO6hwr4W0iNP4OoKvHa1Lg-oxvztVKMHeHZXjsmPVTWK_LF2qV-_tgE76w==&uniplatform=NZKPT&language=CHS"
"信息技术与标准化","1671-539X","11-4753/TN","中国电子技术标准化研究院","0.710","0.475","网络首发","电子信息科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOZDTmoj-2BX-IIB1sxmn4Vb20Gu36o899tCzff0SOPt09-uP1XSO6hwr4W0iNP4Op0HvNpebBh8PTko3o0RvZByBOULgiRgvG06W27WdYdew==&uniplatform=NZKPT&language=CHS"
"信息技术与管理应用","2097-2385","42-1934/D","华中科技大学《信息技术与管理应用》编辑部","0.627","0.608","","行政学及国家行政管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPc7aCXovAm5eYsUgjhINbXlLkw2i8w4BMZScGZ_otCIDrcl2ymp06jww2s_-ckRy4XW9QWa-yAzzpXO6gVq-OWmPrqUMQx-3M8J5Kp7538pw==&uniplatform=NZKPT&language=CHS"
