title,issn,cn,sponsor,compound_if,comprehensive_if,tags,major_categories,detail_url
"安徽预防医学杂志","","","","1.361","1.102","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPst3NhHxjmRTsHKogHHhf83OVDV-BMw1jppziq5VTauxqh2MX_Sa6NOP29efM8KLuwB4shU5URVE3efvMPvkZt55yx8JYUslnU0CAKnosVkg==&uniplatform=NZKPT&language=CHS"
"安徽职业技术学院学报","","","","0.282","0.141","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOa6e4nXqF4X2gY1tp8-4UcfBMkf_x8_a4dkHiCRG1oEEnX5yAuAKNpsTHfkuA3eQ9ga7rsT7dV7ahgprfNMBw7VsKR0Gid4Q5rnUTDrg6PbQ==&uniplatform=NZKPT&language=CHS"
"安徽中医药大学学报","","","","2.886","1.756","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN7ZxoJisQhDoO_jq6gcNA_LoUqToFBQMOTTCsIv92wT8t--twWSDoIdPWG0uIb-szoGqUkEdHtFAhNfis8rGytTkwmZhkwE8zvg77Q3ezhfw==&uniplatform=NZKPT&language=CHS"
"安家","1007-4422","21-1497/C","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP-kJW0Q2TT4WpJDDLwWSxiRya1NbL2pAHzVmwLQyIDuy5_fnIt79ixvSAvEPd3fXN2_Ju0UemnSK2iYvlK94n-WbDX2oPRuHQtZH-fUi5Pog==&uniplatform=NZKPT&language=CHS"
"安康学院学报","","","","0.259","0.135","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqWd__F2dOseHfGSliRiUoFNYJPNqYCHIcd_DpH3C5sAMXE2E2zDbUtzYP2e4D2LsD0V48u0wsv25vxlocY6BZyuXASEkLv7arGyS17-3_xg==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(社会科学版)","","","","0.464","0.159","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOz9oLi2R9yq5Y-uJ2wIrfZBPKtaiLhKcnhexDe1yMnyp6rEuGtSolpLm-O8SsYi-l6hONtZjpHZ-TnyXmO6XsOLbR8S0XmSJwI3yH-suqr2w==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(自然科学版)","","","","0.552","0.414","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINh6Ou7aaD45rl3PTEvSl_DitbiVj195xwQwmSHbIeJpju3cur4yiJN_uGEPXVnaoyxdE-QwDiiqJETN97NJpeAIMvcL1cvv4GlNBP1Jc29ug==&uniplatform=NZKPT&language=CHS"
"安全","","","","0.843","0.550","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM24torhAaYerIVLp1mhnGyzzpO4iygO3GejcFBtrxnHJJ8uKlqarlVWn6j7TRJiBHtW9aZ3mtGzRTFwjWXHJEFBeHbvWNaluC7SSDvOfPN9w==&uniplatform=NZKPT&language=CHS"
"安全、健康和环境","","","","0.667","0.540","网络首发|增强出版","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIODwfL3__PGhN1kHhAXcwfFseb_e-K1ARHGpyla6iExLgsSHrrUBd3iR6gNbb1-_tzSlfJyLCt7L3cCNnKPqUvQfw8f9A6XMwY4JJhJHYlrGw==&uniplatform=NZKPT&language=CHS"
"安全生产与监督","1003-2371","45-1321/T","","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOr1Z5tQCk7i4m8dUiJdb3QejOVWydmXbxiRQ2uhRQzZ9LyaRlr_PsKfgF9_tJ5BAiYVRdeBESJdhxOFm1LQYbHvF2XrFb6FkCjELByL55E7A==&uniplatform=NZKPT&language=CHS"
"安全与电磁兼容","","","","1.074","0.920","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO3GpxwuZqCUwiOhnmVdgjfU_AojwkixvAgcsCnL0h983ot6hjAr7ZTtZMMgOS7H8rV-wH7g3FqYo4yOm0DuRshKzaWxBfoGkvczwBpW0_w4g==&uniplatform=NZKPT&language=CHS"
"安全与环境工程","","","","2.803","1.806","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMNqcpBPOu6AfMxHTNlP61XIo59fL_6MupbF05IonvgBL8H2MFSSc-jFqmZE2VsUht71CSEcuPL2ZcL5UaWNtjSXnP3mypOi4tzXOfRRAB-gQ==&uniplatform=NZKPT&language=CHS"
"安全与环境学报","","","","3.173","1.758","网络首发|增强出版","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOA0r5YXJ2s_gqfzTfXA49Ve5fkGVJlC_gzs7Emd_vX9i7lwkzlz1e7RrXhGQLP-_ErxgwNKnJsrIuAnwoIBZXQpUepIWxPRCMoxcG7M5zy8w==&uniplatform=NZKPT&language=CHS"
"安全与健康","1671-4636","35-1256/R","","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOr1Z5tQCk7i4m8dUiJdb3QejOVWydmXbxiRQ2uhRQzZ9LyaRlr_PsKfgF9_tJ5BAgxm4TLoOeuvVxDR3s1Ij44gNSfUVVi3QDMQlQsn90twA==&uniplatform=NZKPT&language=CHS"
"安顺市人民政府公报","","","安顺市人民政府办公室","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM2Kp3k-A6IEYNh9dJDcACCsyZqgeYa7SJrcsMImPBKrtRZSs8acnCsIOsoVKD9ZKUxH5Uz3vLs0afE4djyKFD7sFhZ9myuiBVUiGczBe6POQ==&uniplatform=NZKPT&language=CHS"
"安顺学院学报","","","","0.401","0.170","网络首发|增强出版","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpWrrxZTOSBio2y9gxN5_Yzw8Z7QGQxpiUw581CF7fxiTKGp-T08dJwbaOfSY2zKqJt42jQ4S3R_BW5d3hPRHtgUGeAOmW9dOWe5sH7c42tg==&uniplatform=NZKPT&language=CHS"
"安阳工学院学报","","","","0.395","0.131","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPVnqSE2OulWbsvqBRg67HkfjTxtrmzP93qbzln-IlBOWyeBC9rYiiDJAvW0dUByJKliWDkBFUvwdGFZA7YY27H2qXA6_2o0G-803Gx2RHZBg==&uniplatform=NZKPT&language=CHS"
"安阳师范学院学报","","","","0.305","0.168","网络首发|增强出版","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMamI6Yap2h78Ih6vnv4nyAOm0iGRpU4LkHywiXhKp4MkH52t3IFOoV51YvJKS2G4-_u_EOJHoyAJDaDFsIPMKE8-OkZ2Q2KKrra1vlI0036g==&uniplatform=NZKPT&language=CHS"
"安装","","","","0.182","0.120","网络首发|增强出版","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPozKMjTFpvaSplYbneDf-Gu22u2m5YvigfYoTvPi9ZZOnNJC8Km-eV2Ptu1n9nno2SZxHhPUAa0GD_bK1jTRp9LMfyN03z2aqI_G9zrv__Iw==&uniplatform=NZKPT&language=CHS"
"桉树科技","","","","0.757","0.573","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINTElfRgk9TfpzCioXX_pv33lMtDF5dkQlZGy0QL7En_eb_VAfCDPtovPYqYg5gMFUqNGBZ_gqHfJRCAGK9GSqnS41mV2-SuX49odJk5QVNvg==&uniplatform=NZKPT&language=CHS"
"鞍钢技术","","","","0.500","0.361","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINH9y1Ub-TL7kJY1VXyY3FOGDn-9Q_5R30DKDo18RLi7Y_RRjBsvM70iCqVw6fD5qQCmkxI0lSC1xQn1VuaqDBbiDQRFc25HyVGKs9jIpOlbg==&uniplatform=NZKPT&language=CHS"
"鞍山师范学院学报","","","","0.210","0.107","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMuqU8qodn5AdwgC_Nj9vd7HckbgQj1c5amPjSSy5BvthBzJ0zTfo97sNkHVYSECpa0_nJ5uTgw1gAqfG5SesIX5PhAVpG9RbF7BsG-EOyHxg==&uniplatform=NZKPT&language=CHS"
"鞍山市人民政府公报","","","鞍山市人民政府","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOWV4p-jYdUtaZzUbe7IUQGIOmsT2sPIhshIgKf3H_sWAwGXBE5cjk34tbC7lZ30mtrGkFKh2SWRdn6kCMK9NBocF7EqQidqR3AchpmR2NgQw==&uniplatform=NZKPT&language=CHS"
"案例法学研究","","","安徽师范大学司法案例研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOWV4p-jYdUtaZzUbe7IUQGIOmsT2sPIhshIgKf3H_sWAwGXBE5cjk34tbC7lZ30mvuFZmMoAqFmRb-eG3rMu7xXsWptMk2IjEeBpCwCp00Ng==&uniplatform=NZKPT&language=CHS"
"澳大利亚研究","","","北京外国语大学英语学院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyV4T925vZfXd2J1JaPtVeD38TB1pyjestQn37WRZ9UsxQ==&uniplatform=NZKPT&language=CHS"
"八桂侨刊","","","","0.247","0.117","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMT5PzoYMVXG1DeQp63348KoKADPtgDsd0owlAZFqMkTa59l_mZ24uZQKReG-YnJYyTHYcmmmogYht1fTUMr7Ufq99CYBLIFjZhSYcLu557tg==&uniplatform=NZKPT&language=CHS"
"巴楚医学","","","","0.455","0.310","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPlf_CH6tHec-aAAu4FS5fTeZK1R9yPtUoXcsC_dV5ZK7_Y0bfBvZuTPX33gEhIDYUojnrCfVMoXvOfDdG3Z7MACLWuuBuRx8OqmPFIk5QUkQ==&uniplatform=NZKPT&language=CHS"
"巴蜀史志","1671-265X","51-1616/K","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyV9XT2dgSQtAY9z4urWZrwI2f5xnsVvWTKaaLHEEvqvfQ==&uniplatform=NZKPT&language=CHS"
"巴中市人民政府公报","","","巴中市人民政府政府公报编辑部","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM2Kp3k-A6IEYNh9dJDcACCsyZqgeYa7SJrcsMImPBKrtRZSs8acnCsIOsoVKD9ZKU59mXvM_0O6XCcGMmu8-hzW0Aml20Hs1oRnx0eU2kacw==&uniplatform=NZKPT&language=CHS"
"白城师范学院学报","","","","0.414","0.220","网络首发|增强出版","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINOT9UUh4-_l269OXNNSe08T4bSk3NsG_Dntk-tvIxMg8xGkIo2eI0ZzCgwXG5dN2GGCRQyuTQ_f0mAPtbfmZwdBVAQZHTk4d5wQj9O_1pyJQ==&uniplatform=NZKPT&language=CHS"
"白鹿塬论丛","","","陕西高校哲学社会科学重点研究基地西安思源学院留学生与中国现代化研究中心","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP3_flu5fgpFkHzBJrsFnpqdPyGnsTe-iyogg-dQ3PnyIzq637injBQXUPUBnboBq1BWGVsifMtMLy5u08cGjf-UcNSIkKu6aHiEJQcdMMevA==&uniplatform=NZKPT&language=CHS"
"白血病·淋巴瘤","","","","0.202","0.165","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMz-xbqFl3vb8sFonanZq1uy5lL0PXgc7Pe4e_krFva422V-z2qPwVRgPplnvyrQ_JMSJmopAwOttDk6bo9D_aHD5zSgR2GhHNB5aDl2z3bMw==&uniplatform=NZKPT&language=CHS"
"白蚁科技","1001-1285","33-1107/TU","","","","","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4tHF9j5tdAAC200jMLKHoAWzk26WkAMOO_seAi86GLaw8L76CznZ6BuCXRwJXfnSISevZAMvkC6XrSyOOTosfxWyuzSuzbn99t9kI2qPTxw==&uniplatform=NZKPT&language=CHS"
"白族文化研究","","","大理州白族文化研究院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyUv-xUbVM7qJqwvWXqOrc7Vx7tdeSiarPxnGiCsWqf1fQ==&uniplatform=NZKPT&language=CHS"
"百花","1002-1825","61-1066/I","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOwspIUEiuIDosEzSg_rc5ZsSBl39Mymrq5reyDGQ_jaQOlHGvBf6mjDmdcjHr9OzhfjnhULxrDzEXmpnOnQuaoUDG3uT0L4UBdMdanM12brw==&uniplatform=NZKPT&language=CHS"
"百花园","1003-7810","41-1051/I","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyWaij7x9x33JzuVI0DtzcjfbinNjPjKlzeqUPnVCzVF_w==&uniplatform=NZKPT&language=CHS"
"百家评论","2095-8358","37-1482/I","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyUImOm5Eq5vpfat8cJXauQCXN3o55xc7GJKbTkB4rXk3Q==&uniplatform=NZKPT&language=CHS"
"百科探秘(海底世界)","1003-7349","12-1428/N","","","","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPw7Y9N6RY_yh3qxGmv0mQHQOVuWYYbHjmj0oslEfESXeXoYRZnB_0xMA5JbS1PaFvYRvAvjU6IW8Uedgxq6mAf0gMdcCHUlSGK_XFtWE_feA==&uniplatform=NZKPT&language=CHS"
"百科探秘(航空航天)","1003-7349","12-1428/N","","","","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOguaFY83YOZ1RaDR2q0MBj2_uHuaW0oFkT1X6mUof5drcyZ0pdRbwFMKAU16WrrLvn6iHMmY6tFHJXSb-h4NVNyCL9rsFulXja4UhRp9z0Pg==&uniplatform=NZKPT&language=CHS"
"百科知识","1002-9567","11-1059/Z","","","","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOguaFY83YOZ1RaDR2q0MBj2_uHuaW0oFkT1X6mUof5drcyZ0pdRbwFMKAU16WrrLs1Al5qx6xQIRyHR7BEK-Y00Yl-NI__g9_QwH5qr011YQ==&uniplatform=NZKPT&language=CHS"
"百年潮","1007-4295","11-3844/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM2Kp3k-A6IEYNh9dJDcACCsyZqgeYa7SJrcsMImPBKrtRZSs8acnCsIOsoVKD9ZKUos6hyRgr6Up7SvpvBHhHmF0ndD_TNOpDFKplzbCAUrQ==&uniplatform=NZKPT&language=CHS"
"百年建筑","","","北京神州百年文化传播有限公司","","","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINnFFTVEe4isj5Xbrvk57QNAryQjoAFxUI588lD1tIjLn1ou0MwS2pbH9R7nXmIUWpGwWVGIDkGQHwenG0JJbjwlDZ8KlRy8BRQ-luCG3R_0g==&uniplatform=NZKPT&language=CHS"
"百色学院学报","","","","0.364","0.186","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPLH0AhLp9EYUuYZDyxR47JldQoptTOeWCT4N_L_CyGj0fn6xfVt96r6Q7hBNXflnKkJAEqCGa1Zcm1ZYIedoCTREW-ReOUN5Jdhzb5s8npGQ==&uniplatform=NZKPT&language=CHS"
"班主任","1002-560X","11-1125/G4","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP3_flu5fgpFkHzBJrsFnpqdPyGnsTe-iyogg-dQ3PnyIzq637injBQXUPUBnboBq1H-Q7wfG0Ly8lA4s4Gl43u5L08sT5MspnUjq_ktV125g==&uniplatform=NZKPT&language=CHS"
"班主任之友(小学版)","1003-823X","42-1070/G4","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP3_flu5fgpFkHzBJrsFnpqdPyGnsTe-iyogg-dQ3PnyIzq637injBQXUPUBnboBq1RSsjhNASPnxAbWjMgRPb68kHFFOXeewmHJ8AcRb7uXw==&uniplatform=NZKPT&language=CHS"
"班主任之友(中学版)","1003-823X","42-1070/G4","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP3_flu5fgpFkHzBJrsFnpqdPyGnsTe-iyogg-dQ3PnyIzq637injBQXUPUBnboBq1B24wU04IaI2vzt7rT-zY8H8sP4L7qytjtcYbkOEMCbg==&uniplatform=NZKPT&language=CHS"
"班组天地","2096-4307","10-1437/D","","","","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINnFFTVEe4isj5Xbrvk57QNAryQjoAFxUI588lD1tIjLn1ou0MwS2pbH9R7nXmIUWqMgAuzaH3Jpl7EZzQRUzDBcvJP5WxeHSepLBjszY4Lsw==&uniplatform=NZKPT&language=CHS"
"版本目录学研究","","","北京大学国学研究院","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPCn5mBl2fCqmD5q0av2Hk7DXXxB1K7reF5oZ5slGe_IFIPo86h6NrN0Y9rU0Q8bnHEpOgOnzwM3JgFj-7BoStuvnKRHz34MKBpIp_mq-QlXg==&uniplatform=NZKPT&language=CHS"
"版权理论与实务","2096-9538","10-1712/G2","","","","网络首发","社会科学I|信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN0BaNKnjKNhLecOdwSahdwXGAiYmxbiYaqEIRbO3OphzBqV4z8h-1Zut6CQ9P5WjtgS-hZEGQYkgGe3D2lmIRj484H_SlOG6PIXe4b7ENlZA==&uniplatform=NZKPT&language=CHS"
"办公室业务","","","","0.164","0.094","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMk_DCUz9pWdo20yutsAZy0loOioW8gIbvgT_nznESuPBDbztvoCagJVlFkIJChSLJIxJtii69HbPAORiOpRtDteEMr6N_54_LK__Xu2JpOYA==&uniplatform=NZKPT&language=CHS"
"办公自动化","1007-001X","11-3749/TP","","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPCn5mBl2fCqmD5q0av2Hk7DXXxB1K7reF5oZ5slGe_IFIPo86h6NrN0Y9rU0Q8bnGqK5RdEf4-_UXjwb3uE0AAFt_IYVntf-Mpo7Z5FqK--A==&uniplatform=NZKPT&language=CHS"
"半导体光电","","","","0.920","0.585","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPU1O3vbkkZjJi5BN-o1QS_tDATrV_C1CDX-vfwVmtvzFdcxwKfE9uC208cYbEFKTxCt8DqzsCecjyF705drvMi6K6aywKx6zcLQCsqRBRQlA==&uniplatform=NZKPT&language=CHS"
"半导体技术","","","","0.878","0.531","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPU1O3vbkkZjJi5BN-o1QS_tDATrV_C1CDX-vfwVmtvzFdcxwKfE9uC208cYbEFKTwV7lx8ZDWgkgWzXl3FJ3MNzMQ3FMIpG_D7cTLLbNsAfg==&uniplatform=NZKPT&language=CHS"
"半导体杂志","1005-3077","12-1134/TN","","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPCn5mBl2fCqmD5q0av2Hk7DXXxB1K7reF5oZ5slGe_IFIPo86h6NrN0Y9rU0Q8bnFSkNwaDSVD4oU-9DdCZPh_8NWVeNb5h7iHizrZ21lXRA==&uniplatform=NZKPT&language=CHS"
"蚌埠市人民政府公报","","","蚌埠市人民政府办公室","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMtIOSk21VXfCtBTpPCDcleYpnQQW1X88nE2mLWJy9nx2ocXF4LX512KHWefzCM6l8tLkbHJUI_JQ5gMYr-NuAbES2cWhRQz6EUbwWZ-vevYQ==&uniplatform=NZKPT&language=CHS"
"蚌埠学院学报","","","","0.344","0.163","网络首发","基础科学|社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOvKUDe6A_4kea0t3XqfkY0tvU-846qkW8d63gaFfB09CBriuESYBF232C06pfFEzC8kV3LCmUBB6-pcmnBnfTd8qRV0lIFQhW7BX9O7a9H7g==&uniplatform=NZKPT&language=CHS"
"蚌埠医科大学学报","","","","1.339","1.109","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMFJja6Bb9LyXjAICliiQc4VDTeSQSdawcp0n6-lLQQKYJ6qdLcnQu1k7q-HTOdqeMkErOyeOG2CGDnbLsy0CK4A2jpcdVJFToRAJ0tshMqqg==&uniplatform=NZKPT&language=CHS"
"包钢科技","","","","0.223","0.178","网络首发|增强出版","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINbYf26iYvBYGStVv9RcSTPR15G2XTn3_bifo9Z3IieLTHN6FAgPGr0nYGGKaWQfEgqRi8ZnuGp6P2OQr9ICybiBlC1o6aTlcO2LpR0DruBzg==&uniplatform=NZKPT&language=CHS"
"包头医学","","","","0.303","0.188","增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP8OA0X4QkYAN2sZOg4R5f2iz3YxKtPMGPRrFs6jKaWkb2C8u114ypfc-ok1-2a41w-TMMEcSlYI8_ZblbM-hmtH2af2pzZG8gLfGHraUDTDw==&uniplatform=NZKPT&language=CHS"
"包头医学院学报","","","","0.532","0.324","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOVNERwNVqwLyobbFTC1rTKfSOFso-jQm1Z0oRgzTDdm2RAYnpbUH7-MFwSWhV3juwhbCHxKSJfkhdiWQI1euqJ9XzoilKSC_MtWqZsJ3Z6Cw==&uniplatform=NZKPT&language=CHS"
"包头职业技术学院学报","","","","0.164","0.109","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgs5hcddUS5cKIJPbiGcbP5mnTExZFBIXN27EeIHMQMdVIrOQXn0laPjktevb4i74w6LzZNon4vkl-yjd9WLRE1p4Lu0wZr9YlcMjsLRAv_w==&uniplatform=NZKPT&language=CHS"
"包装工程","","","","2.948","1.651","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMyKwJiIq9UNT7DXuIp-FeZkQ_K7R1LGcA4qoQ5MYWgsv1lyWhqbvDkNKzZGQcESwJNl0-9n09jgdMGIUObbIOStQsPAY8ea3fbZcunqpqebw==&uniplatform=NZKPT&language=CHS"
"包装世界","1003-9929","33-1092/TB","","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOr1Z5tQCk7i4m8dUiJdb3QejOVWydmXbxiRQ2uhRQzZ9LyaRlr_PsKfgF9_tJ5BAibkcjYs1AMC1ATZ1K-m6EEW87SKbA4osqXSKT2T1OF_A==&uniplatform=NZKPT&language=CHS"
"包装学报","","","","0.711","0.504","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINWpwVqLySUkI_H2mxvKBnXrjUBRU-dSJe3nbJzOvRY0g74pURErdrZAYJXgg6yj0xDMCBdxwf1nrKZNHbcIECRZXRiQDRVdRvDmbK7SC6c9Q==&uniplatform=NZKPT&language=CHS"
"包装与设计","1007-4759","44-1262/TB","","","","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINnFFTVEe4isj5Xbrvk57QNAryQjoAFxUI588lD1tIjLn1ou0MwS2pbH9R7nXmIUWoO5XF41qRpJpDF6t-_IQk8EtU9xxi3OFPt5dal_msixA==&uniplatform=NZKPT&language=CHS"
"包装与食品机械","","","","2.484","2.078","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYcEbB3LTcx_tKKljfhzKXuYNhd5DkhoVTpBJUGvoe3kEmcSqhQUeziMejE_kTY2x8FNfzt4QGGHORJmpSiyFU-nse5EB8Gx46Mc63AYm6AQ==&uniplatform=NZKPT&language=CHS"
"宝藏","1672-8416","11-5171/P","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINL0HAmypRyYp1qniJAi5CJRIsUgVEDGA9VtglgLJIAs1bMYks_JDM0c-sI8ROchyVgYcei41QcIcociaGSg-FVLo_M16F4UN1D3LOs5Gy9Bw==&uniplatform=NZKPT&language=CHS"
"宝钢技术","","","","0.405","0.310","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMm0c_xrmv6RVkrdxl46rOhUI-7pMYC3LXMahbYO-sWw8cmqAQquMe8_o8ppTTr7Iog6oBPg5kRcHy7IxM5iIJfBvESOSVY4sR6pLo0GLsirw==&uniplatform=NZKPT&language=CHS"
"宝鸡市人民政府公报","","","宝鸡市人民政府","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM2Kp3k-A6IEYNh9dJDcACCsyZqgeYa7SJrcsMImPBKrtRZSs8acnCsIOsoVKD9ZKWPdYKXwXOsFswF-rUo6ptO3wW7mgRNs1s7rHDu89B5Aw==&uniplatform=NZKPT&language=CHS"
"宝鸡文理学院学报(社会科学版)","","","","0.286","0.174","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMEhC9-st7--CcD3DAkeKg4HOKirfeB8ZVt-CovtXzbenehfhAGRCBNeFvYE_Ug83cGSF1ccecJ15Yp1fx1tRYByLMbRSe457HxTN5Dxvp3Rw==&uniplatform=NZKPT&language=CHS"
"宝鸡文理学院学报(自然科学版)","","","","0.520","0.325","增强出版","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIObDpKFcuxFzZv3VWMg1Qc8rT008fX0QiTy4OEEhz9FBA6RT2BcmTBu2v2G7UYGYTNfpgM8qH8n2Uq40fVMlDoWIcpHeu5yumfj78zo-DRmVg==&uniplatform=NZKPT&language=CHS"
"宝石和宝石学杂志(中英文)","","","","0.346","0.251","网络首发","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOvKUDe6A_4kea0t3XqfkY0tvU-846qkW8d63gaFfB09CBriuESYBF232C06pfFEzB-LhObdO9sWEvMgtaVYSEzN377FLIq1O22VYOjOFvF5w==&uniplatform=NZKPT&language=CHS"
"保定学院学报","","","","0.536","0.281","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPHR1CTPBUtCKSmtlmTu6DsuwjcgNmqcTC1boAT4AiW2TyOKXUDTxUANUZGoZpRQtpHIcAqaUYZHS-6YFQoTxaBz8ircaBJNPzvvRynqw8_iw==&uniplatform=NZKPT&language=CHS"
"保健医学研究与实践","","","","1.080","0.938","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMaRNzdqwkrpB8DN85LrEun5lFQRMK1CKPmQwnv8qfewlPGHsOCpIuREo1PUYyxYxy8WCIlsoMaQg03wysCMifC-89FM82lMyB5TqTU-0ZltQ==&uniplatform=NZKPT&language=CHS"
