title,issn,cn,sponsor,compound_if,comprehensive_if,tags,category,detail_url
"山西建筑","1009-6825","14-1279/TU","山西省建筑科学研究院集团有限公司","0.311","0.168","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMSUZkcJT4STGaljsHhH93VuFZ3iEJARvc2UyV4VYxX4-GvUIMXO0k2-3-IyfpvgARWwszx2eErEH5WETyr9tMN16DcMkrtqhYwmilleIPnDA==&uniplatform=NZKPT&language=CHS"
"砖瓦","1001-6945","61-1145/TU","西安墙体材料研究设计院有限公司","0.310","0.162","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMSUZkcJT4STGaljsHhH93VuFZ3iEJARvc2UyV4VYxX4-GvUIMXO0k2-3-IyfpvgAQhbsWQcpSBKNNp4PkyZn9OnKgSZh-Cy-jMCGKkVZT7sQ==&uniplatform=NZKPT&language=CHS"
"天津建设科技","1008-3197","12-1272/TU","天津市市政工程设计研究院;天津市市政工程研究院","0.307","0.191","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMSUZkcJT4STGaljsHhH93VuFZ3iEJARvc2UyV4VYxX4-GvUIMXO0k2-3-IyfpvgARCR1X-oAL2IMaqmvy7p-NrHpjjel2Lp-jp1aWD3YXsCw==&uniplatform=NZKPT&language=CHS"
"广西城镇建设","1672-7045","45-1314/TU","广西壮族自治区住房和城乡建设信息中心","0.305","0.142","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjImZeWV07w5s7Rws-Kk2aEWPoTaLqFdCU4zK86tbFrFUQ==&uniplatform=NZKPT&language=CHS"
"中国住宅设施","1672-5093","11-5143/TU","中国房地产业协会;中国建筑标准设计研究院有限公司","0.304","0.161","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjJBk3k3M-QM8jxowghezM5HO3jGBsus2cFSP8VrQGG72Q==&uniplatform=NZKPT&language=CHS"
"建筑科技","2096-3815","31-2135/TU","上海市建筑科学研究院(集团)有限公司","0.303","0.207","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjJ8IafIKzbjd73A99GhKVl8tIvjXlv67AfSa2juRdjEqw==&uniplatform=NZKPT&language=CHS"
"特种结构","1001-3598","11-1943/TU","北京市市政工程设计研究总院有限公司","0.297","0.177","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjLN9hXRAxyS8Tu92TNvnhe9FroXEsM7nss87tgRW1Aidw==&uniplatform=NZKPT&language=CHS"
"福建建设科技","1006-3943","35-1165/TU","福建省建筑科学研究院有限责任公司","0.293","0.158","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjJZgC7LaTBEKDH0HY2SqcePEMvjxmWtfEhIIHzVw1VmQQ==&uniplatform=NZKPT&language=CHS"
"工程质量","1671-3702","11-3864/TB","中国建筑科学研究院有限公司","0.293","0.178","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjKJlNRaCaK_0cF_qFNZ-3YgVDlbpnhaaCY9BfwO4GSiGA==&uniplatform=NZKPT&language=CHS"
"江苏建材","1004-5538","32-1274/TU","江苏省建材行业协会","0.287","0.172","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjK5-cAV0VlTN6jHa1ZVljC3Qr1TYIgMrOzFLcUWlsNBew==&uniplatform=NZKPT&language=CHS"
"安徽建筑","1007-7359","34-1124/TU","安徽省建筑科学研究设计院","0.283","0.169","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjJTTRxQTyXi16eor0Aohgt9luYGOXIXgfju586dx3K45Q==&uniplatform=NZKPT&language=CHS"
"建筑技术开发","1001-523X","11-2178/TU","北京建工集团有限责任公司","0.282","0.188","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjIOo3V0w4XQqOgs2IgLBHPbpPdii4zRT0-jGNhW1qZpWw==&uniplatform=NZKPT&language=CHS"
"中国建筑装饰装修","1672-2167","11-4803/Z","中国建筑装饰协会","0.280","0.141","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjKl1A6ykWcgWNadTw2dMfNPG-2I2cjZ3dm-7Pp_VOEgdw==&uniplatform=NZKPT&language=CHS"
"建筑与预算","1673-0402","21-1286/TU","辽宁省建设事业指导服务中心","0.274","0.152","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjLGMgSW49YDf66XPJWqCbl4Q5pxOn5Z47MZlSmg3U9sLA==&uniplatform=NZKPT&language=CHS"
"建筑电气","1003-8493","51-1297/TU","中国建筑西南设计研究院有限公司;中国建筑学会建筑电气分会;全国建筑电气设计技术协作及情报交流网","0.268","0.185","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK9fOJTniClKa9srVz9obN4dD9bpYGom6y5AkPcR9hOE2M1McAZPEfDoLfmYqCMjIbBfgkdqUxfQTzR9UAJRq8kLHx6cD4CtiuVseMmxJFOw==&uniplatform=NZKPT&language=CHS"
"四川建材","1672-4011","51-1175/TU","四川省建材工业科学研究院有限公司","0.264","0.168","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiipDrqHxqRIgIfIL-gqmuEmzfZsPlylQqi0wdbnQB3ROtKvLa7fyLAMqUOsu-8ocw4qyT-7G-wmUz3ZJAP3cGVncZKpQJtJZFTVuYiHzD_Q==&uniplatform=NZKPT&language=CHS"
"建筑施工","1004-1001","31-1334/TU","上海建工(集团)总公司","0.263","0.185","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiipDrqHxqRIgIfIL-gqmuEmzfZsPlylQqi0wdbnQB3ROtKvLa7fyLAMqUOsu-8ofc6C3gshU27fbL6hlLHQfakPkU159BXEocbYnyDr03Ow==&uniplatform=NZKPT&language=CHS"
"智能建筑电气技术","1729-1275","11-5589/TU","亚太建设科技信息研究院有限公司","0.261","0.191","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiipDrqHxqRIgIfIL-gqmuEmzfZsPlylQqi0wdbnQB3ROtKvLa7fyLAMqUOsu-8ocG9WEeVXG_dbIDlzkZQ2JDWZyGoykZ3hlf5G6Y1TniFg==&uniplatform=NZKPT&language=CHS"
"上海煤气","1009-4709","31-1834/TE","上海市燃气管理处;上海市燃气协会","0.260","0.146","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiipDrqHxqRIgIfIL-gqmuEmzfZsPlylQqi0wdbnQB3ROtKvLa7fyLAMqUOsu-8ofZb_5mxkYaRx_c1WstD0vWc_2eA6sEQU7Jw35Iyqye3A==&uniplatform=NZKPT&language=CHS"
"住宅产业","1672-9013","11-5221/TU","住房和城乡建设部;住宅产业化促进中心","0.260","0.151","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiipDrqHxqRIgIfIL-gqmuEmzfZsPlylQqi0wdbnQB3ROtKvLa7fyLAMqUOsu-8oevPadDE4UfELiz_rwDKIj6Q32u_wHoVo0VSt1QLZ8MBw==&uniplatform=NZKPT&language=CHS"
"灯与照明","1008-5521","50-1063/TB","西南灯泡情报站","0.256","0.155","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD21hjJJix8BYR4532oyGxtPzA3-gTN4vRvWEvIpWsYROkg==&uniplatform=NZKPT&language=CHS"
"上海建材","1006-1177","31-1498/TU","上海建材集团实业有限公司","0.256","0.168","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD23WK251R1LNn1Mi2u5GnX7QQTqtXXJuQvKqetlsnR7-jg==&uniplatform=NZKPT&language=CHS"
"建筑机械化","1001-1366","11-1919/TU","中国建筑科学研究院有限公司建筑机械化研究分院","0.252","0.190","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD21LLvegFXH1oc3zu_FVdApdbBNzSWuB3anpaBpLDZNT8w==&uniplatform=NZKPT&language=CHS"
"建设监理","1007-4104","31-1656/TU","上海市建筑科学研究院(集团)有限公司","0.246","0.141","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD22sKZIn2AKenEs5AhDv34mFLGBiONJxqNZ_qg7a1tbCpQ==&uniplatform=NZKPT&language=CHS"
"绿色建造与智能建筑","2097-2253","10-1865/TU","中国建筑业协会","0.245","0.174","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD23cTCVm0-QFPSdEgxtHM2bT1QdX71YaEPh6HwJ75SEQRA==&uniplatform=NZKPT&language=CHS"
"房地产世界","1005-1783","36-1182/F","江西人民出版社有限责任公司","0.243","0.115","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD20gTKsAz5kZDJcyJIFjSH9Zt2dVCvdiceejyE67GOl3yA==&uniplatform=NZKPT&language=CHS"
"土木工程与绿色建筑","2097-6488","32-1922/TU","江苏省土木建筑学会","0.243","0.146","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1oNWYxeA2XKgF3xfVSPJB6la0Lv9Jaz6GT7MU9yraorAKbW4nG3DLRpuhHf-tD23dD96PtfX6cUvvV7WLklzu2BJzaocEkzBppRY-NVGHQQ==&uniplatform=NZKPT&language=CHS"
"居业","2095-4085","37-1491/TU","山东省建筑材料工业设计研究院;中国建筑材料工业规划研究院","0.242","0.146","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUlXrQ2l7VJKnIeD9NQ7dt9vlpt4IGdjZaOQ-qnj-qmzfw==&uniplatform=NZKPT&language=CHS"
"福建建筑","1004-6135","35-1120/TU","福建省土木建筑学会","0.238","0.149","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUnkYCls3tHdzIZ2ZA5X1sypLWXXXLCyjzlNkl8SJ-hQGg==&uniplatform=NZKPT&language=CHS"
"建筑机械","1001-554X","11-1956/TU","北京建筑机械化研究院有限公司","0.237","0.160","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUmRqMibLPfoMaO7yKw_3-bawVDQGCjANUEBClSY7REM9g==&uniplatform=NZKPT&language=CHS"
"洁净与空调技术","1005-3298","11-3395/TM","中国电子工程设计院有限公司;中国电子学会洁净技术分会","0.234","0.129","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUmIOoVJHNNyL6o9IuWeiTOc-Z5U75plpSBYZ42qhmWrrw==&uniplatform=NZKPT&language=CHS"
"工程机械与维修","1006-2114","11-3566/TH","北京卓众出版有限公司","0.233","0.150","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUkrUNR1OlBPdaVNPzlRwOde0leE24VmDdsVMY34LN6VcA==&uniplatform=NZKPT&language=CHS"
"现代建筑电气","1674-8417","31-2037/TM","上海电器科学研究所(集团)有限公司","0.229","0.185","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxACypRYBqssIM-kI9UUFYTc5eD08RTN7iX8O4MtdrP1q5ya5yPitquPi6JY09yUmV5zO8qJ4SvlADMzmgrcB3rIyGXBfBO6n08tbGrr0xUA==&uniplatform=NZKPT&language=CHS"
"江西建材","1006-2890","36-1104/TU","江西省建材科研设计院有限公司","0.217","0.134","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mE18YztAjE4A0YmmXC8Dhb3k2AbTGWtnJNoMYARCBxnNA==&uniplatform=NZKPT&language=CHS"
"石材","1005-3352","11-3373/TU","中国石材协会","0.212","0.150","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mEY3SsSB4OmFTVtrqwihWtcM5o7y52rPhd6KaPEoduFfA==&uniplatform=NZKPT&language=CHS"
"居舍","1674-1900","11-5638/TS","北京家具行业协会","0.205","0.103","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mEFDrKMEnrjMHoTFErflh17HQlCRPGoHsFiSrB3dUs_xw==&uniplatform=NZKPT&language=CHS"
"福建建材","1004-4728","35-1107/TU","福建能源报业有限公司","0.200","0.114","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mFHv_A8FeOCu1waT_Nx4Y2d7n1rjUSq70luOaFdNgWmXw==&uniplatform=NZKPT&language=CHS"
"上海建设科技","1005-6637","31-1541/TU","上海市住房和城乡建设管理委员会科学技术委员会事务中心;上海市建筑科学研究院(集团)有限公司","0.199","0.114","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mGhRded-ZyxpeUzwaV3Z1BGbllu6rJh11fzZ4YMviNJVQ==&uniplatform=NZKPT&language=CHS"
"安装","1002-3607","11-5267/TU","中国安装协会","0.182","0.120","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mH0I6-qlYN3WQvrdGdfSFxfcY4Agqezxbog0HM3ZYmKoA==&uniplatform=NZKPT&language=CHS"
"中国电梯","1001-7151","13-1126/TU","中国电梯协会;中国建筑科学研究院建筑机械化研究分院","0.174","0.119","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPoLlVJapZZmMzEO2-8txIx4Zd3znsNalXWu3UZamZoBH4l6T7tYzE4IPBMKbi99mGg53MIQsC4mOsce6exHLpobl869DNZIVLuKBoe26zKCQ==&uniplatform=NZKPT&language=CHS"
"百年建筑","","","北京神州百年文化传播有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOEOUZrM6TXFcSfYNQyQdTFHVZEiBxA_CxqzhiulsgHcOyG6fxtIXpHUS1bz4ocCqJyXz0N4Y0_VmZ2qXeCL1nmvvigTxNFKRbHN6_3i41Dkg==&uniplatform=NZKPT&language=CHS"
"城市环境设计","1672-9080","21-1508/TU","辽宁科学技术出版社有限责任公司;天津大学建筑学院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1cdU-p2ZlvwTOZ3LoS6WwaWSIKJwKnTSqlKBPAMtQm-A==&uniplatform=NZKPT&language=CHS"
"城市建设理论研究(电子版)","2095-2104","11-9313/TU","商业网点建设开发中心","","","增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x3Be7MG7E2ECQh1_Ycc61Qz98Vjw61Tsa-fMhEpU-6zKw==&uniplatform=NZKPT&language=CHS"
"城市建设","1674-781X","11-5897/F","商业网点建设开发中心","","","增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1Z-5LmjuC7e12nDCW-h0xCmTs8l6MTUm4oLVbCbkvEaA==&uniplatform=NZKPT&language=CHS"
"当代建设","1006-0723","34-1140/TU","安徽省建设厅;合肥市建委","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x07z332ezBXablomhOYCfBw1NIrcXiNYsrDUzlJrJXKQw==&uniplatform=NZKPT&language=CHS"
"东方建筑遗产","","","宁波市保国寺古建筑博物馆","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x2wJyeahrRdf-DeTaOmoCGmToenwQDSfuqKwxcM1Wzl1A==&uniplatform=NZKPT&language=CHS"
"粉煤灰","1007-046X","31-1715/TQ","中国城乡建设粉煤灰利用技术开发中心","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x16FICv-bzBqF6vRGY3cIEXfluFlzZztAwCuSxUJbsmAg==&uniplatform=NZKPT&language=CHS"
"工程管理年刊","","","中国建筑学会工程管理研究分会;中国建筑工业出版社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x24mK95Q01CnM3eLJIVpNl1iducTXCzQd7COKjQujkJNA==&uniplatform=NZKPT&language=CHS"
"工程建设标准化","1004-2989","11-2989/TU","中国工程建设标准化协会;住房和城乡建设部标准定额研究所;中国建筑标准设计研究院有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1KOAT4NOZijdMbabSKNy-elOSlsCalBArLUs9pYlZzMQ==&uniplatform=NZKPT&language=CHS"
"广东建筑装饰","1008-7893","44-1411/TU","广州珠江建筑装饰有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x02osxvTxnSUulcwOW7L86g8-NvaqiSr07iTNAGT3OTTw==&uniplatform=NZKPT&language=CHS"
"哈尔滨建筑大学学报","1006-6780","23-1389/TU","哈尔滨建筑大学","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x27E8BGyNJiyVY6SETJmOkTfxh9PxcDXgtaN079pO2ppA==&uniplatform=NZKPT&language=CHS"
"河南建材","1008-9772","41-1286/TU","河南建筑材料研究设计院有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x05yDGKcpbEygt7JFOUm7g165Afr57eNIjUaRCULfCXsg==&uniplatform=NZKPT&language=CHS"
"建材发展导向","1672-1675","53-1185/TU","云南省建筑材料科学研究设计院有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x3mC-N9-aR_FaVR1O8Tg6oxZvAABWOk4Xg3fIzsXO9aBQ==&uniplatform=NZKPT&language=CHS"
"建材与装饰(下旬刊)","1673-0038","51-1683/TU","成都市新闻出版发展中心;成都市装饰技术研究应用协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x0nPKKap2h6vjt8VMlcmow5ldXeMgdSoIiqtiYGSlAW7g==&uniplatform=NZKPT&language=CHS"
"建材与装饰(中旬刊)","1673-0038","51-1683/TU","成都市新闻出版发展中心;成都市装饰技术研究应用协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x0-X1T4aDJ1SQ2-KYXgse6ptYZM42gFWOkXGUDrzXeluA==&uniplatform=NZKPT&language=CHS"
"建材与装修情报","1673-2898","22-1362/TU","吉林省建材设计院;中国建材报社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1Mx3XziTEneI1q4oz3sijbIktFEwesYDZMER3RfaKJyg==&uniplatform=NZKPT&language=CHS"
"江苏建设","","","江苏省住房和城乡建设厅","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x0zS2i_nFLKYoe2LAgtVMVeqfsFn7Y_x8lNi86dV4avBQ==&uniplatform=NZKPT&language=CHS"
"建设工程理论与实践","","","山东省科学技术协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1c0utmKse7peQ9wCCSs1FTIMQMGbdHcuJ29yniG3dXvw==&uniplatform=NZKPT&language=CHS"
"建筑创作","1004-8537","11-3161/TU","北京建筑大学","","","网络首发|增强出版","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x325kwzvXYkv-ynLFYN7WyVzHfwyJZgou7-FZch5_Z_Mw==&uniplatform=NZKPT&language=CHS"
"建筑工人","1002-3232","11-2252/TU","北京建工集团有限责任公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x2I5MrJ2TvdNkeP2imVkjnjXSHH4Aq1rjHpwhUrQ_xMeg==&uniplatform=NZKPT&language=CHS"
"建筑监督检测与造价","1674-2133","44-1644/TU","广东省建设工程质量安全监督检测总站;广东省建设工程造价管理总站","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x2U0Aoygsplu4cGzkaauhYYNCM5m1HEaJdS1Jl5rl8bdQ==&uniplatform=NZKPT&language=CHS"
"建筑砌块与砌块建筑","1003-5273","11-4646/TU","中国建筑砌块协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOxTt2nrHlOOd0drXfXQqQMzF28hI00G13UUIHzGAfnD2YOV6BzzeRpY2d83BDC3x1ZUt06csOj0vB3PUaiPCnWlAC8xygi3ul2r_56CtUn4g==&uniplatform=NZKPT&language=CHS"
"建筑热能通风空调","1003-0344","42-1439/TV","中国建筑学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu7-hg1-RN2C-D-OzWOl41D1uNn_a0c0lBFkzg6xaRy_aA==&uniplatform=NZKPT&language=CHS"
"建筑人造板","1004-8677","36-1128/TU","中国新型建筑材料公司江西省建筑人造板研究所","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu5-HlMfX4F7yjYJzsF1FA5IfgblSQwj2EabQqmBlC5Xvw==&uniplatform=NZKPT&language=CHS"
"建筑文化研究","","","中央编译出版社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu6Jd5qde0HuFbBvMZLDce1GP0gY7ppz5wNTkOs-V2QuMg==&uniplatform=NZKPT&language=CHS"
"建筑实践","2096-6458","10-1584/TU","中国建筑学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu5CAc-e2_m33jH9XtjIDaQiIUBmS1ILcrLB_50fz1ceRg==&uniplatform=NZKPT&language=CHS"
