title,issn,cn,sponsor,compound_if,comprehensive_if,tags,major_categories,detail_url
"公法研究","","","浙江大学公法与比较法研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BINXuaMqLkwUFoOMAOuD6yQyOI_VKtZ6OIL0NlyziYyQKA==&uniplatform=NZKPT&language=CHS"
"公共财政研究","2095-8900","37-1502/F","山东大众报业(集团)有限公司;山东省财政研究和教育中心","1.075","0.613","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN2Wbiz3m037pTSTWvU_g6eQn-XnVPR8uzkjfwIrJBDbFxg0xL-_pfP6KQ08c0R5EzacoFuavC1M73NmSLqotXIp8IqM3B8UpuQJMRE8VBhTA==&uniplatform=NZKPT&language=CHS"
"公共管理高层论坛","","","南京大学公共管理学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIM7_KbOh3495HdwqijQt3XFWmxLr0moGYWn2UW4mGpR2w==&uniplatform=NZKPT&language=CHS"
"公共管理评论","2096-7713","10-1653/D0","清华大学","5.405","3.027","网络首发","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFEdz_hZXc6nTCQcxI0U1ox_WZ0_gHNl3gBKtp6ryQNOdX5C94-7w7m-eoF5W8FVJn0jyJDTcYvDZrr02oXPI8BQmoSY27Ay9oGpQAQoqE3A==&uniplatform=NZKPT&language=CHS"
"公共管理学报","1672-6162","23-1523/F","哈尔滨工业大学管理学院","12.991","7.813","网络首发|增强出版","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPcnxgSSkhEQ7W7mPg9fIdwH8nKCiL20fE2LXhFNxmmMRrXmn6GwzMl91z5qz5daxUgJTzuR6nCAimFvzi6Ex8pIjQcjb-yQJi7CxFG2IR0mA==&uniplatform=NZKPT&language=CHS"
"公共管理研究","","","中山大学行政管理研究中心;留美公共管理学会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BINoP_IOFuNsYoGK6h-4admKHgCU1qS58aI0qgvRJ-jYyw==&uniplatform=NZKPT&language=CHS"
"公共管理与政策评论","2095-4026","10-1062/D","中国人民大学","8.470","4.523","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPeydE8KfazAH4DB-YaKIv8mQkvZOgfRRjXzcKAAwuanoGwgQBgmBYOcY5_c_xTMJ7sWR2VsMefbgNQlIODpds5Fo_ZCDDZGbJlYIbaap_P-w==&uniplatform=NZKPT&language=CHS"
"公共经济与政策研究","","","西南财经大学财政税务学院","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP65xu5TT_H33njli4Eehyi0LK4DxjtYE6x2cpel0QLgEDCJhE7TRMN2PDGVzlfB_aqiIb0IcHv_mTMv9o-bXi_zXB8qBVbyGQgGuIal7BXKA==&uniplatform=NZKPT&language=CHS"
"公共事务评论","1608-9456","","湘潭大学公共管理学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIOlUAnxSG9A6pCuV6teXsZY1WIE3ppT7qJmPspi8JKumg==&uniplatform=NZKPT&language=CHS"
"公共外交季刊","2095-6010","10-1134/D","外文出版社有限责任公司","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIP5fX0Z_MtMnwb-JmoooQMsjZxMmRS5YmRbl7J2UIH90A==&uniplatform=NZKPT&language=CHS"
"公共卫生与预防医学","1006-2483","42-1734/R","湖北省预防医学会;湖北省预防医学科学院;湖北省疾病预防控制中心","2.490","2.036","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO_4N0eBitqB7scCJwErLp6GI3XpPq3mbgZPqrqVKCm8HQ4mkuxptE72Yk7jIkUapJF-J-4rvUcQ2w9KZpbX8M2M916RlV9KumU-32-s_dGew==&uniplatform=NZKPT&language=CHS"
"公共艺术","1674-7038","31-2033/J","上海书画出版社有限公司","0.241","0.134","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJhC_yk5HSwX6rJ50Q7h1nowbb_rkmUPVAlOT_GooaTrkY3JEnKWuYKNl8P9tnQZTfQ-d_HsTo-wzuT4Ok7YSQUbNR2lKjj50OdKw3eHOGZA==&uniplatform=NZKPT&language=CHS"
"公共治理评论","","","上海财经大学公共政策与治理研究院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BINZvKfkiDDjX7DbgxmrRzEWKJ14trhDmwSCBR8s2NFEng==&uniplatform=NZKPT&language=CHS"
"公关世界","1005-3239","13-1178/C","河北省国际国内公共关系协会","0.239","0.072","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM7ZzPBLXL57l9-oxrIWrO4YVZZFbngwdo-AOaYV8suDnT4y04KyWQ50n9KAJGnX4oObrU8Yt_XBvAX8yguI4vKga3ga4NaAChGnbq0QVBvCw==&uniplatform=NZKPT&language=CHS"
"公路","0451-0712","11-1668/U","《公路》杂志社有限公司","1.607","1.127","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOqU7FGVyvnrVrU6WCFQK0QxaWUFWpOYM2wBArNN7OXyqGQNqf0WfFY5HjMAvijONT4-pUpSYFlbXkplcFMzHUE9zqSmPL_395RbpH52NGrqA==&uniplatform=NZKPT&language=CHS"
"公路工程","1674-0610","43-1481/U","湖南省交通科学研究院","1.620","1.238","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOqU7FGVyvnrVrU6WCFQK0QxaWUFWpOYM2wBArNN7OXyqGQNqf0WfFY5HjMAvijONRe-XbU3_0tN9jlLprqvrH1_TsEwRVjc_l5kURjocGH_g==&uniplatform=NZKPT&language=CHS"
"公路交通科技","1002-0268","11-2279/U","交通运输部公路科学研究所","2.105","1.561","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOHx1ojgjAuPu6roEo5ZdM1AyszlIK2H0Qxk-WvGpfAOegwlB6PCN30lozry7jE4JR93TQFifxJtPbos_hmxeqHURk7jAfo-yZOrP7bVz3ZWw==&uniplatform=NZKPT&language=CHS"
"公民导刊","1008-4037","50-1004/D","重庆市人大常委会办公厅","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIOgQe3yCT_lTW7qnUTdPpNdTyE8KR9AT0_QkzUMgbXUKg==&uniplatform=NZKPT&language=CHS"
"公民与法(法学版)","1006-7590","41-1233/D","河南省高级人民法院;河南省人民检察院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIO4SLEfUJyZ_higz4kopOa105Pl9Tvw6ySyStT1xLRYHQ==&uniplatform=NZKPT&language=CHS"
"公民与法(审判版)","1006-7590","41-1233/D","河南省高级人民法院;河南省人民检察院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BIOez9Ne8ZWxKdcXpkurhxXaL7QxrTUSOoJKwaK2BVonGQ==&uniplatform=NZKPT&language=CHS"
"公平正义研究","","","重庆大学马克思主义学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMY1PKBtMVHsHryao4zrt5IyJA7qKrW_yhD3Kql3eawnD4sP9jkbF6qFsZXMSg3Hs2Yl2yeIAXK5NHvjcHAreji9Ztu1Ztt2jOxnQg-a8DLlg==&uniplatform=NZKPT&language=CHS"
"公司法律评论","","","上海市锦天城律师事务所；华东政法大学经济法律研究院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BINXHcVDA9yhcUYSLZ13HtGCbsrHTnWyT_a1xWJIIc3N4g==&uniplatform=NZKPT&language=CHS"
"公司金融研究","","","济南大学","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP65xu5TT_H33njli4Eehyi0LK4DxjtYE6x2cpel0QLgEDCJhE7TRMN2PDGVzlfB_Zfu5_0pGztJ8erEiDNNiQulD2-V4CJhTctOejF0qCbHg==&uniplatform=NZKPT&language=CHS"
"公司治理评论","","","南开大学公司治理研究中心","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP65xu5TT_H33njli4Eehyi0LK4DxjtYE6x2cpel0QLgEDCJhE7TRMN2PDGVzlfB_b66fMRvAM0dXvKEvs6vkfEapCz1wwfqTUzlnIxS2enTA==&uniplatform=NZKPT&language=CHS"
"公益","","","中国社会学会公益慈善研究专委会;广州悦尔公益基金会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPAuYvq0vOri4PKUdQvTmvA_K77kHxIK3xvQVe8I-APNhtTiNfQgbV1kyBR2km_BINwUUAgxJJa2bcNelYJ4yFseWNw-I7BCoTndJB_cG-6kA==&uniplatform=NZKPT&language=CHS"
"公众考古学","","","首都师范大学公众考古学中心","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv5UISkGz7VqBVAA8jqAfANp24LxaxY6dKf82oxJFDRawxn9DFNoXlUYUmuKpSSc3RdozfJ_xaVrNNw-bz462lRth-suu4I3ThzMQro-eVnA==&uniplatform=NZKPT&language=CHS"
"功能材料与器件学报","1007-4252","31-1708/TB","中国科学院上海微系统与信息技术研究所;中国材料研究学会","0.768","0.366","网络首发|增强出版","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOWkjlDJ2RFETMdUHEFW4z2N8yKgnHFR1NLs0L0yUfGh2oOLrKVNfXQPkPQAyGGQgXGB1xwG3X-PnvTOmTWwyfKz16FQ1adAen_pY-MI1xbmQ==&uniplatform=NZKPT&language=CHS"
"功能高分子学报","1008-9357","31-1633/O6","华东理工大学","1.389","0.913","网络首发|增强出版","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPzK0yX-c36Ig5OquwBDjSvYOmzy7mMhdP3VG7sYZdU-RJq6798fJeJb1R5Ggfgo92TvN5WUNg7yQJdlE972rLbDXoG4l6anEOb0koqowYLTw==&uniplatform=NZKPT&language=CHS"
"功能路径翻译研究","","","北京第二外国语学院高级翻译学院","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv5UISkGz7VqBVAA8jqAfANp24LxaxY6dKf82oxJFDRawxn9DFNoXlUYUmuKpSSc37F9o79Lwtoqd8yjPdJ3A6GaxpHLCPPkYwwPb0SiMzEA==&uniplatform=NZKPT&language=CHS"
"供应链管理","2096-7934","10-1678/F","中国物流学会;中国市场杂志社","1.464","0.654","网络首发","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMEKVxvo_zwNiFXx0pE_WFMwEFACCO5Sqb-1Vb5DEMcMdOuF8IA4nfDWZR1twwyhV7XiERVd9xzQUXnlYXfyXmFx8bG2c7VV31_W-PqR1IQOQ==&uniplatform=NZKPT&language=CHS"
"躬耕","1671-1432","41-1324/I","南阳市文学艺术界联合会","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv5UISkGz7VqBVAA8jqAfANp24LxaxY6dKf82oxJFDRawxn9DFNoXlUYUmuKpSSc0URTENtw50MW2QvKX5-WUVd0OHTccbRbikis8D1O5pPw==&uniplatform=NZKPT&language=CHS"
"躬耕(天下豫商)","1671-1432","41-1324/I","河南文化交流协会","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP65xu5TT_H33njli4Eehyi0LK4DxjtYE6x2cpel0QLgEDCJhE7TRMN2PDGVzlfB_Y9iwDg5OKVpAjsFRdvqTRechITXQOJu7GhToJRqdCXZw==&uniplatform=NZKPT&language=CHS"
"共产党人","1002-2317","64-1002/D","中共宁夏回族自治区委员会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINh48FlH6LjALY5gwvHVJ6gJyu7V2_-ZaIg6UoOMD9iUM9z43tWly3KIL2l7uLDldkf_PgXyAYyKequPAfo6IsybzkOU_gjSy8OUJR4rQZ-iQ==&uniplatform=NZKPT&language=CHS"
"共产党员(河北)","1008-4592","13-1033/D","中共河北省委","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINh48FlH6LjALY5gwvHVJ6gJyu7V2_-ZaIg6UoOMD9iUM9z43tWly3KIL2l7uLDldn2tFFPsASS6XnUvAw5l3veSk7iVXSEcTZC2-mJW0prkg==&uniplatform=NZKPT&language=CHS"
"贡嘎山(汉文版)","1006-0634","51-1084/G0","甘孜州文学艺术界联合会","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv5UISkGz7VqBVAA8jqAfANp24LxaxY6dKf82oxJFDRawxn9DFNoXlUYUmuKpSSc2g6YTfczPM3Qv47NYUH5Fg-Q2nBDoJGyfY4Z3T1RokuQ==&uniplatform=NZKPT&language=CHS"
"古代墓葬美术研究","","","芝加哥大学东亚艺术研究中心;中央美术学院人文学院;北京大学视觉与图像研究中心","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47up-zGO0fjoUZUloBjzye-s2qt2V3M8u6Q28Dm_pVxq8Q==&uniplatform=NZKPT&language=CHS"
"古代文明(辑刊)","","","北京大学中国考古学研究中心","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47vzIUOYx7qHeLpRB8PSU8Z90iLo0-GoMDuiW6yH-XMuhw==&uniplatform=NZKPT&language=CHS"
"古代文明(中英文)","2097-2296","22-1428/K","长春东北师范大学出版社有限责任公司","0.869","0.495","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOpyXUN1v75Vq63jF84AAFl54ZuFJROlWzh_mbPBDdP35EzwwFoGjd80plGtPU5-Mo-VYwoPL53YzpopRQ0aLQnU8BaXQi4al2GdgZzgDLYOg==&uniplatform=NZKPT&language=CHS"
"古代文学理论研究","","","华东师范大学中文系","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47vjlHoBAOAKnHhI4_gCEhhvarCIDGNvHoMUSmVzMSrCIg==&uniplatform=NZKPT&language=CHS"
"古代文学前沿与评论","","","中国社会科学院文学研究所古代文学学科","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47vSdUq32ohd9jf1wVc8RNMmVMZkhPYliveV7hv_g3iNIw==&uniplatform=NZKPT&language=CHS"
"古典文献研究","","","南京大学古典文献研究所","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47ujhFRO4_ZZEyF10RWH6aBR14htOVVraYj7UAfZrDTeeA==&uniplatform=NZKPT&language=CHS"
"古典文学研究","","","中国海洋大学;中国传统文化研究中心","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47v7cVkZA6KiLsWyh1XKq48nxfqCv6oJ0SpflipXO4hyKg==&uniplatform=NZKPT&language=CHS"
"古典文学知识","1006-9917","32-1101/I","江苏凤凰出版社有限公司","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47vaKbf0upT1EemQVSf4GdMg93ebSmMvMkXSTKeCN0A4zw==&uniplatform=NZKPT&language=CHS"
"古典学研究","2097-3594","10-1927/I1","中国社会科学院外国文学研究所;社会科学文献出版社","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47v8KNT-VMSIzzUyVdzgVITNyc4M1x6Ma4mO6YG5JW8jug==&uniplatform=NZKPT&language=CHS"
"古典学研究(辑刊)","","","中国社会科学院外国文学研究所","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47tFZvdrmNQPPvtDTgKvTLZu8TVsCa6lmcP8CWbHcXuQcg==&uniplatform=NZKPT&language=CHS"
"古汉语研究","1001-5442","43-1145/H","湖南师范大学","0.417","0.202","网络首发","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxXD5VsY3lEp4Ftn5DXgMHiV3h7mnuYix6cMXqDCBAToLtq87aHaTQz7tppHMCw2fqA1XkrLp2nRbiX0R4X5yT-Cht09Sh4SgzMgOTMfuJg==&uniplatform=NZKPT&language=CHS"
"古籍保护研究","","","国家古籍保护中心","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPr9Xy61KAKbRk-CUCGrPrfiy--4IOZZv0srP07x22CLGQyhPkYws-tPupiz4XY3Gafhw2ATX39KW-AEKDINvUCRLll4QfdkYfmVcuYKnYkug==&uniplatform=NZKPT&language=CHS"
"古籍传播与文化遗产","","","华文出版社;北京印刷学院","","","","哲学与人文科学|信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47tSNpjK0OuI82JtV5QlkkKLvGhvQh03uLauI0Uc9MrMFg==&uniplatform=NZKPT&language=CHS"
"古籍研究","","","安徽大学文学院;安徽大学古籍整理研究所;安徽省古籍整理出版办公室;淮北师范大学古籍整理研究所;安庆师范大学文学院;安徽师范大学中国诗学研究中心","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPr9Xy61KAKbRk-CUCGrPrfiy--4IOZZv0srP07x22CLGQyhPkYws-tPupiz4XY3Gb6hnGYnFDVIMpZN1aXvdak61LmeWaZ3f71UQMfm0l8_A==&uniplatform=NZKPT&language=CHS"
"古籍整理研究学刊","1009-1017","22-1024/G","东北师范大学文学院古籍整理研究所","0.175","0.098","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINXT_8XKi-puqC8lkJbIG4Ndhyjj5S3SUh-Zgh5EZ0ZrCxzqI6lkUYsprpEi1mN33ZwU1Tzb7vVUwT8EruZHWmNRTsoLqSuXs5zqI5Y_13Riw==&uniplatform=NZKPT&language=CHS"
"古今农业","1672-2787","11-4997/S","全国农业展览馆","0.380","0.231","","农业科技|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP88gHH42gm7FV5geu-1wu94XE93NueQ_FzuGFu1ASXmOB3Eoi9CHgyJSOcXBlJcSjQNbwfOFugpbRn5VtBzhjpe-PNet2xY1K8JDT6rMQSVg==&uniplatform=NZKPT&language=CHS"
"古生物学报","0001-6616","32-1188/Q","中国古生物学会和中科院古生物所","0.679","0.605","网络首发|增强出版","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINak2HBKL372PENSUZWjFg2o-yNhuvQhPARBylnmRiikoHg55ri9s1fGHpeaDElB5guQvMvDSZojvEUeApzRrHo6uHtXIBsAxbASIKe3lVFgQ==&uniplatform=NZKPT&language=CHS"
"古田干部学院学报","2096-9597","35-1340/C","中共龙岩市委党校;福建古田干部学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM-XvDrx0HKO3XgD258bxbK7B1FnNYbaWvy10hBaqi6W3gO5vG5-u7OTr1t3kXie0L_0MO8AdHEE5dRUe07UqErnCcaQXYAjDOz-um0R7MlJw==&uniplatform=NZKPT&language=CHS"
"古文献研究","","","南京师范大学文学院","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINGW34ow6qccbTfEqvqOt_NrK3n0PcmDFmKXxawJ9x1-wx6G5CgT4F00delrovyV7qrj_C3RpUE5QsDWqTFGprUc96xIp5YBRz0zRxQfuS6aQ==&uniplatform=NZKPT&language=CHS"
"古文献整理与研究","","","陕西省社会科学院古籍整理研究所","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINGW34ow6qccbTfEqvqOt_NrK3n0PcmDFmKXxawJ9x1-wx6G5CgT4F00delrovyV7rS1GyN8egcCOV8OPcMeUH13HeIk5dYE0JGoi0JCzjBpQ==&uniplatform=NZKPT&language=CHS"
"古文字研究","","","中国古文字研究会;吉林大学中国古文字研究中心","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv5UISkGz7VqBVAA8jqAfANp24LxaxY6dKf82oxJFDRawxn9DFNoXlUYUmuKpSSc1qULOI6wPF8JKi9BjmDt0aUiOsF9nmWrGSjfe4HTeunA==&uniplatform=NZKPT&language=CHS"
"股市动态分析","1671-0401","44-1524/F","综合开发研究院(中国·深圳)股份制经济与证券市场研究所","","","增强出版","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMzEEHPOub3yGWpT3PAn3kf2rvKKGM-WT_KUb9BqErecIuxWVqbwYJG4bJf9-YmKyjif-shJ_lZedbr8GXLmMY8muJnGH6LxdTl3o_7sShAyw==&uniplatform=NZKPT&language=CHS"
"骨科临床与研究杂志","2096-269X","10-1396/R","北京积水潭医院;北京科学技术出版社有限公司","1.220","1.113","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPaN18hGITrgSuxq4_UJrFkTFhjq6peP1UjqIdhKI-Y-X_aZqHihDU7DwE91bjpo0V4xkujMnfNGig85Sf9M8On6aCkFOiaSEtJ51Wq6M92zA==&uniplatform=NZKPT&language=CHS"
"鼓浪屿研究","","","厦门市社会科学界联合会;厦门大学人文学院;厦门市社会科学院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47tSZ7_jX6Q6uIxoAyDwCUvcm6OtI56IavFVoluT1MAReg==&uniplatform=NZKPT&language=CHS"
"固体电子学研究与进展","1000-3819","32-1110/TN","南京电子器件研究所","0.466","0.298","网络首发|增强出版","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPptRk_Na_F-n2b11BdA2pNRN_Q05tB0NfHoqyxpwDeJ1F4pJuqjH39fU7Z9j8XoSQ5kU14oXHSRXW53fUMO23uvkQpGJIAcbttqiZ2id1Aww==&uniplatform=NZKPT&language=CHS"
"故宫博物院院刊","0452-7402","11-1202/G2","故宫博物院","0.791","0.538","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxf3AghowD9jIiWV2E73QiWYMA0HZr4GH1nxdjwJkhvBbJe-SgdDKbHFqu3b-QANCHR2yMSOf4yp5yo55idW01-HnjLTWP0avDVfEeKlvEzg==&uniplatform=NZKPT&language=CHS"
"故宫学辑刊","","","故宫学研究院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47sBUvzt1blaCT3wlXBfoOURgejuGXeF6SWXGQhO51K9gA==&uniplatform=NZKPT&language=CHS"
"关东学刊","2096-2258","22-1417/C","长春工业大学","0.283","0.098","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPY82b41RSdlN6I3Yu0P2qmDNP8NFTd-P4lu8AIDc_fIxVPqqTLrJbVWTuWFEXCQdD1_BvwtAw17ApVVALBaWPk8sMKru5PFybMHwfBx1KVLg==&uniplatform=NZKPT&language=CHS"
"关键词","","","武汉大学文学院;国家社科基金重大项目""中国文论关键词研究的历史流变及其理论范式构建""课题组","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO2A15amt3gDNBwQC4O--5NREeDmi15DjLlawfW4Lkl5g4bYg18dNKQvtjKzNQw47ufaQ95v7tWhGpBFqVYidX46PSuQp2WSPJQBEdq0UC0-g==&uniplatform=NZKPT&language=CHS"
"观察与思考","1008-8512","33-1217/C","浙江省社会科学院","0.781","0.300","网络首发","医药卫生科技|社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINkuxAygrhNBFGOs3EutoTgPJhn-0m-56ozfv4xCU-PDbEdogFf3QCw6PBM-Sgd0HLTscj5-0gbvCbs81NeYAjoI71QiS9rlxqE1LFyj7T4QA==&uniplatform=NZKPT&language=CHS"
"管道保护","2097-5260","65-1328/TE","国家管网集团西部管道有限责任公司","","","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINaOC10x98hwhzcsFjHmUJjjZirNGNbpkVl6n5JU5-SLhVcHdsyT9JInHRMYdPMcVXi94WOKai7ziMt8eC5JBqepcBG7-sOjITstq-7zq5lbQ==&uniplatform=NZKPT&language=CHS"
"管道技术与设备","1004-9614","21-1312/TH","沈阳仪表科学研究院有限公司","0.584","0.455","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIML-sQILxnrJNQQk4DtRfn2CfvCIXRuu_eqhoQ6F5CV9pL8SAks9ycn1yGOPP4UeJ02cwtIErxLUJaPUYfyPXKcZIxpuOLxYoATrHYO_QAz9Q==&uniplatform=NZKPT&language=CHS"
"管理","","","中国管理科学学会","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPqrSdhF3rMZ_hCkdTszOFMHBK-5QNl9QABN5raL49SSmWITmojxrEoD5KiAkk_vOv9GYEdgIuC3acDnGT9dWlV3mFM6SPpYiDRn7KTvKi0fQ==&uniplatform=NZKPT&language=CHS"
